No.;Category;Brand;Product Name;Size;Wholesale Price (€);Suggested Selling Price (€);Profit per Unit (€);Margin %;Stock Available;Source ID;EAN;Your Decision (KEEP/REMOVE);Your Custom Price (€)
124;Haircare;Kérastase;Kérastase Blond Absolu Cicaflash Conditioner 250ml - vrouwen - Voor Gekleurd haar/Grijs haar/Normaal haar - Conditioner ...;250 ml;33.73;64.95;31.22;48.1%;88;DST426805;3474636692361;;
125;Haircare;Kérastase;Kérastase Soleil Bain Après Soleil - Aftersun shampoo die het haar voedt en het haar laat glanzen - 250ml;;24.76;59.95;35.19;58.7%;100;DST3474636695249;3474636695249;;
126;Haircare;MAC;Lash Dry Shampoo Mascara Refresher - VrchnI Řasenka S Efektem SuchEho Šamponu Pro Objem Řas 6,5 Ml;6.5 ml;19.74;49.95;30.21;60.5%;14;DST1041805;773602646746;;
127;Haircare;Moroccanoil;Moroccanoil Light Treatment - 200 ml;200 ml;50.34;99.95;49.61;49.6%;31;DST174350;7290011521684;;
128;Haircare;Moroccanoil;Moroccanoil Moisture Repair Shampoo - 1000 ml;1000 ml;46.41;89.95;43.54;48.4%;20;DST373901;7290011521257;;
129;Haircare;Moroccanoil;Moroccanoil Blonde Perfecting Purple Shampoo - 1000 ml;1000 ml;43.47;84.95;41.48;48.8%;23;DST698071;7290113140028;;
130;Haircare;Narciso Rodriguez;Narciso Rodriguez NARCISO RODRIGUEZ FOR HER Hair mist - 30 ml;30 ml;27.70;64.95;37.25;57.4%;59;DST121876;3423470890228;;
131;Haircare;Narciso Rodriguez;Haar Parfum Hair Mist Narciso Rodriguez (30 ml);30 ml;27.55;64.95;37.40;57.6%;18;DST12061;3423478837355;;
132;Haircare;Nuxe;Nuxe Prodigieux Néroli Multi-Purpose Dry Oil + High Shine Shampoo 100 ml + 30 ml;;19.20;44.95;25.75;57.3%;28;DST1354306;3264680039355;;
133;Haircare;Olaplex;Olaplex Professional Travel Kit;1 pcs;91.36;149.95;58.59;39.1%;45;DST1290951;850018802857;;
134;Haircare;Olaplex;Olaplex No.4 Fine Bond Maintenance Shampoo 1000ml;;48.83;94.95;46.12;48.6%;106;DST1374704;850056933551;;
135;Haircare;Olaplex;Olaplex No.5 Fine - Bond Maintenance Conditioner - 1000 ml;;47.47;94.95;47.48;50.0%;80;DST1374703;850056933629;;
136;Haircare;Paul Mitchell;Paul Mitchell Clean Beauty Hydrate Conditioner 1000 ml;1000 ml;61.30;119.95;58.65;48.9%;6;DST1248242;9531131894;;
137;Haircare;Paul Mitchell;Intensive treatment for colored hair Color Care (Color Protect Reconstructive Treatment) 150 ml 500ml;150 ml;41.40;79.95;38.55;48.2%;12;DST1273461;4047162022156;;
138;Haircare;Paul Mitchell;Paul Mitchell Tea Tree Special Color Conditioner 1000 ml;1000 ml;40.91;79.95;39.04;48.8%;5;DST1248354;9531128542;;
139;Haircare;Prada;ghd Heat Protect Spray Bodyguard 120 ml;120 ml;25.07;59.95;34.88;58.2%;150;DST60799;5060356734214;;
140;Haircare;Prada;Aveda   Air Control Hold Hair Spray For All Hair Types 300 Ml;300 ml;23.59;54.95;31.36;57.1%;32;DST18077;18084836552;;
141;Haircare;Redken;Redken Acidic Bonding Curls Conditioner 1000 ml;1000 ml;43.37;84.95;41.58;48.9%;16;DST1290474;3474637208714;;
142;Haircare;Redken;Redken Color Gels Oil 7na -7,01 3 X 60ml;60 ml;40.33;79.95;39.62;49.6%;5;DST1301030;3474637242428;;
143;Haircare;Redken;Redken Color Gel Oils 06nn - 6,00 60ml X 3 U;60 ml;39.87;79.95;40.08;50.1%;8;DST840015;3474637107628;;
144;Haircare;Revlon;Shampoo Revlon;1000 ml;24.67;59.95;35.28;58.8%;23;DST244762;8432225114743;;
145;Haircare;Revlon;Flexibele Fixatie Haarspray Lasting Shape Revlon;100 ml;23.33;54.95;31.62;57.5%;15;DST53155;8432225078144;;
146;Haircare;Revlon;Voedende Conditioner Revlon Re-Start (750 ml);750 ml;20.35;49.95;29.60;59.3%;71;DST82230;8432225114552;;
147;Haircare;Schwarzkopf;Schwarzkopf - Bonacure Color Freeze Conditioner;1000 ml;22.48;54.95;32.47;59.1%;6;DST164958;4045787724158;;
148;Haircare;Schwarzkopf;Schwarzkopf - Bonacure Color Freeze Treatment;500 ml;21.49;49.95;28.46;57.0%;8;DST162547;4045787724233;;
149;Haircare;Schwarzkopf;Schwarzkopf Bc Scalp Genesis Champú Calmante 1000ml;1000 ml;21.18;49.95;28.77;57.6%;9;DST1296438;4045787998412;;
150;Haircare;Sebastian;POTION 9 Leave-in Conditioner Styling Treatment Intense Hydration and Softness 500ml;;51.04;99.95;48.91;48.9%;49;DST4068359093926;4068359093926;;
151;Haircare;Sebastian;POTION 9 Professional Nourishing Conditioner Intense Hydration 1000 ml;;47.06;89.95;42.89;47.7%;40;DST4068359082470;4068359082470;;
152;Haircare;Sebastian;DARK OIL professional detangling conditioner for silky and shiny hair 1000 ml;;47.06;89.95;42.89;47.7%;133;DST4068359104820;4068359104820;;
153;Haircare;TIGI;Tigi Bed Head Resurrection Super Repair Conditioner 970 ml;970 ml;21.71;49.95;28.24;56.5%;28;DST162253;615908432091;;
154;Haircare;TIGI;Tigi Bed Head Dumb Blonde Shampoo & Conditioner 750 ml + 750 ml;750 ml;20.41;49.95;29.54;59.1%;60;DST223640;615908942217;;
155;Haircare;Vichy;Vichy - Dercos Neogenic Redensifying Shampoo - Restorative shampoo for hair density - 400ml;400 ml;25.83;59.95;34.12;56.9%;6;DST227609;3337871330019;;
156;Haircare;Vichy;Vichy Dercos Neogenic Redensifying Shampoo 200 Ml;200 ml;21.09;49.95;28.86;57.8%;47;DST52950;3337871324629;;
157;Haircare;Vichy;Vichy Dercos Anti-dandruff Ds Dermatological Shampoo 390 Ml;390 ml;19.96;49.95;29.99;60.0%;7;DST362980;3337871331290;;
158;Haircare;Wella;Sebastian Potion 9-500 ml met pomp;500 ml;41.62;79.95;38.33;47.9%;11;DST1190985;4064666066806;;
159;Haircare;Wella;Wella Professionals Ultimate Repair Miracle Hair Rescue 95ml;95 ml;36.30;69.95;33.65;48.1%;14;DST1192299;4064666580050;;
160;Haircare;Wella;Wella Wp Pro Ult Rpar Atb Deep Cnd 500ml Epgp;500 ml;31.13;59.95;28.82;48.1%;120;DST1192298;4064666336206;;

--- BODY CARE (40 products) ---

161;Body Care;Acqua di Parma;Acqua Di Parma - Barbiere Soft Shaving Cream 125 gr - scheercrème;1 pcs;40.82;79.95;39.13;48.9%;168;DST191237;8028713520051;;
162;Body Care;Acqua di Parma;Acqua Di Parma Fico Di Amalfi Hand & Body Lotion 300ml;300 ml;39.26;74.95;35.69;47.6%;8;DST1275502;8028713816390;;
163;Body Care;Acqua di Parma;Acqua Di Parma Oud Hand And Body Wash 300ml;300 ml;37.19;74.95;37.76;50.4%;26;DST1294948;8028713813597;;
164;Body Care;Armani;Armani Code Deodorant Stick 75 ml;75 ml;27.01;64.95;37.94;58.4%;750;DST4513;3360372115526;;
165;Body Care;Avène;Avène Hyaluron Activ B3 Celvernieuwing Crème;50 ml;31.89;64.95;33.06;50.9%;150;DST241630;3282770153170;;
166;Body Care;Burberry;Burberry Goddess Shower Gel 200ml;200 ml;30.98;59.95;28.97;48.3%;75;DST1197144;3616302023721;;
167;Body Care;Carolina Herrera;Carolina Herrera Good Girl Body Cream - 200 ml;200 ml;34.15;64.95;30.80;47.4%;31;DST189514;8411061841631;;
168;Body Care;Carolina Herrera;Douchegel Bad Boy Carolina Herrera (200 ml);200 ml;33.01;64.95;31.94;49.2%;18;DST21068;8411061958506;;
169;Body Care;Carolina Herrera;Carolina Herrera Good Girl Body Cream;200 ml;32.20;64.95;32.75;50.4%;95;DST919986;8411061041802;;
170;Body Care;Chanel;Chanel Coco Mademoiselle Silky Body Cream 150 g;;77.70;149.95;72.25;48.2%;45;DST1365788;3145891167900;;
171;Body Care;Chanel;Chanel NAo5 The Body Cream 150g;150 gr;75.19;144.95;69.76;48.1%;8;DST188965;3145891057287;;
172;Body Care;Chanel;Chanel Coco Noir Cream Corps Body Cream 150 Ml;150 ml;74.27;144.95;70.68;48.8%;38;DST375728;3145891137309;;
173;Body Care;Clarins;Clarins Sun Care Cream SPF30 - Zonnebrand - 150 ml;150 ml;43.30;84.95;41.65;49.0%;9;DST844581;3380810304916;;
174;Body Care;Clarins;"Clarins Crème Body Firming &amp; Toning Extra-Firming Body Cream";1 pcs;38.34;74.95;36.61;48.8%;150;DST1196081;3666057035975;;
175;Body Care;Clarins;Clarins Olie Body Body Treatment Oil Care Tonic Treatment Oil;100 ml;38.05;74.95;36.90;49.2%;150;DST367536;3666057031076;;
176;Body Care;Clinique;Clinique Smart Clinical Repair Wrinkle Corecting Cream Lim. Ed. 75 Ml;75 ml;60.93;119.95;59.02;49.2%;70;DST854370;192333149744;;
177;Body Care;Clinique;Clinique Smart Clinical Crema Antiarrugas Spf30 75ml;75 ml;60.93;119.95;59.02;49.2%;79;DST1296750;192333168899;;
178;Body Care;Clinique;Clinique Smart Clinical Repair Lift Cream Gezicht + Hals 50 ml;50 ml;50.61;99.95;49.34;49.4%;37;DST854480;192333144756;;
179;Body Care;Dior;DIOR ADDICT LIPSTICK BARRA DE LABIOS 418 1UN;1 pcs;40.73;79.95;39.22;49.1%;11;DST327156;3348901609814;;
180;Body Care;Dior;DIOR ADDICT LIPSTICK BARRA DE LABIOS 740 1UN;1 pcs;40.73;79.95;39.22;49.1%;6;DST327193;3348901624039;;
181;Body Care;Dior;Dior J'adore - 200 ml - Bath and Shower Oil - bad en douche olie voor dames;200 ml;39.09;74.95;35.86;47.8%;31;DST718497;3348901471428;;
182;Body Care;Estée Lauder;Estée Lauder Lauder Revitalizing Supreme Night Power Bounce Creme Mointurizer 50ml@;50 ml;75.99;144.95;68.96;47.6%;36;DST1296744;887167746831;;
183;Body Care;Givenchy;GENTLEMAN SOCIETY shower gel 200 ml;;28.60;69.95;41.35;59.1%;34;DST3274872481640;3274872481640;;
184;Body Care;Guerlain;Guerlain Guer Orchidee Imp Aceite 30ml G062010;30 ml;158.60;229.95;71.35;31.0%;9;DST1296578;3346470620100;;
185;Body Care;Guerlain;GUERLAIN - Orchidée Impériale Het Essence-Lotion Concentrate - 140 ml - Unisex bodylotion;140 ml;91.13;149.95;58.82;39.2%;32;DST858470;3346470618947;;
186;Body Care;Guerlain;"GUERLAIN - Abeille Royale Clarify &amp; Repair Creme - 50 ml -";50 ml;78.30;149.95;71.65;47.8%;68;DST1201182;3346470618466;;
187;Body Care;Hermès;Hermes H24 Deo Stick;75 ml;27.00;64.95;37.95;58.4%;49;DST711797;3346130413646;;
188;Body Care;Jean Paul Gaultier;JEAN PAUL GAULTIER Gaultier Divine Shower Gel 200 ml;200 ml;34.28;69.95;35.67;51.0%;8;DST724501;8435415082921;;
189;Body Care;Jean Paul Gaultier;J.P. Gaultier Divine Body Lotion;200 ml;33.73;64.95;31.22;48.1%;87;DST724499;8435415082938;;
190;Body Care;Jean Paul Gaultier;Jean Paul Gaultier - Classique - 200ml bodylotion;200 ml;29.88;69.95;40.07;57.3%;187;DST121113;8435415011372;;
191;Body Care;La Roche-Posay;La Roche-Posay Anthelios Kind Wetskin gel zonnebrand SPF50+ Eco-tube 200ml ook geschikt op natte huid;200 ml;27.29;64.95;37.66;58.0%;72;DST852094;3337875845489;;
192;Body Care;Lancôme;Lancôme Nutrix Royal Body Butter Body Butter 200 gr;200 ml;36.00;69.95;33.95;48.5%;29;DST377238;3605530314176;;
193;Body Care;Molton Brown;Molton Brown Bath  Body Rosa Absolute Sumptuous Body Oil Olie 100ml;100 ml;27.93;64.95;37.02;57.0%;23;DST373313;8080129512;;
194;Body Care;Moroccanoil;Moroccanoil Pure Argan Body Oil;50 ml;33.91;64.95;31.04;47.8%;39;DST119521;7290014344396;;
195;Body Care;Moroccanoil;Moroccanoil Body Olie Shimmering 50 ml;50 ml;31.86;64.95;33.09;50.9%;42;DST220969;7290014344389;;
196;Body Care;Origins;Origins Ginger Souffle Whipped Body Cream;;27.01;64.95;37.94;58.4%;31;DST1368197;717334257092;;
197;Body Care;Payot;Payot Supreme Sublimating  Youth Cream 50ml;50 ml;48.42;94.95;46.53;49.0%;8;DST1196460;3390150585975;;
198;Body Care;Payot;Payot Roselift Lifting Cream 50ml;50 ml;42.77;84.95;42.18;49.7%;100;DST1183502;3390150585869;;
199;Body Care;Shiseido;Shiseido Vital Perfection Uplifting y Firming Cream 50ml;50 ml;64.06;124.95;60.89;48.7%;150;DST1296581;768614209973;;
200;Body Care;Vichy;Vichy Capital Soleil SPF30 Frisse Hydraterende en Beschermende Zonnemelk - Lichaam en Gelaat 300ml;1 pcs;29.54;69.95;40.41;57.8%;5;DST52986;3337871321826;;

--- MEN'S CARE (40 products) ---

201;Men's Care;Acqua di Parma;Acqua di Parma Sandalo - 180 ml - eau de parfum spray - unisexparfum;180 ml;158.58;229.95;71.37;31.0%;27;DST191240;8028713810923;;
202;Men's Care;Acqua di Parma;Acqua di Parma Magnolia Infinita Eau de parfum spray 180 ml;180 ml;133.82;214.95;81.13;37.7%;6;DST305269;8028713813344;;
203;Men's Care;Acqua di Parma;Acqua Di Parma Rosa Nobile 100 ml - Eau de Parfum - Damesparfum;100 ml;122.20;199.95;77.75;38.9%;6;DST63625;8028713490026;;
204;Men's Care;Armani;Armani (Giorgio Armani) Armani Eau Pour Homme (2013) EDT M 100 ml;100 ml;75.81;144.95;69.14;47.7%;18;DST194944;3605521544353;;
205;Men's Care;Armani;Emporio Armani Stronger With You Intensely 100 ml Eau de Parfum - Herenparfum;100 ml;74.25;144.95;70.70;48.8%;750;DST80000;3614272225718;;
206;Men's Care;Burberry;Burberry Hero Parfum 100 ml (man);100 ml;74.27;144.95;70.68;48.8%;16;DST1289065;3616304679445;;
207;Men's Care;Bvlgari;Bvlgari Le Gemme Ambero Eau De Parfum Spray 100 ml for Men;100 ml;199.85;289.95;90.10;31.1%;6;DST16154;783320521041;;
208;Men's Care;Carolina Herrera;Carolina Herrera Bad Boy Superstars - 100 ml - eau de toilette spray - herenparfum;100 ml;92.78;149.95;57.17;38.1%;9;DST133813;8411061001646;;
209;Men's Care;Carolina Herrera;Carolina Herrera 212 VIP Men - 200 ml - eau de toilette spray - herenparfum;200 ml;88.54;144.95;56.41;38.9%;32;DST19611;8411061782347;;
210;Men's Care;Carolina Herrera;Herenparfum Carolina Herrera 100 ml;100 ml;81.81;134.95;53.14;39.4%;7;DST238887;8411061028933;;
211;Men's Care;Cartier;Cartier Pasha de Cartier Noir Absolu Parfum 100ml;100 ml;72.48;139.95;67.47;48.2%;20;DST935533;3432240507129;;
212;Men's Care;Chanel;Chanel Bleu De Eau De Parfum Spray 150 ml for Men;150 ml;166.04;244.95;78.91;32.2%;9;DST230637;3145891073706;;
213;Men's Care;Chanel;Chanel Allure Homme Sport Eau Extreme EDP M 150 ml;150 ml;145.23;234.95;89.72;38.2%;81;DST375787;3145891235807;;
214;Men's Care;Chanel;Chanel Bleu De Eau De Toilette Spray 150 ml for Men;150 ml;138.32;224.95;86.63;38.5%;6;DST230061;3145891074802;;
215;Men's Care;Creed;Creed Neroli Sauvage - Eau de parfum spray - 100 ml;100 ml;170.03;249.95;79.92;32.0%;6;DST846774;3508441001046;;
216;Men's Care;Creed;Creed Millesime Viking Eau de Parfum 50ml;50 ml;152.97;224.95;71.98;32.0%;17;DST84930;3508440505163;;
217;Men's Care;Creed;Creed Tabarome Millesime eau de parfum 50ml eau de parfum;50 ml;144.84;234.95;90.11;38.4%;5;DST935585;3508440505071;;
218;Men's Care;Dior;Dior Fahrenheit 200 ml Eau de Toilette - Herenparfum;200 ml;128.37;209.95;81.58;38.9%;29;DST361577;3348900147324;;
219;Men's Care;Dior;Dior Sauvage Eau Forte Edp Spray 100ml;100 ml;120.10;194.95;74.85;38.4%;8;DST1296647;3348901728836;;
220;Men's Care;Dior;DIOR Dior Homme Eau De Cologne  for Man;1 pcs;118.87;194.95;76.08;39.0%;20;DST1284654;3348901242424;;
221;Men's Care;Dolce & Gabbana;Dolce & Gabbana The One for Men EDP M 150 ml;150 ml;85.56;139.95;54.39;38.9%;19;DST363244;3423473021377;;
222;Men's Care;Giorgio Armani;Giorgio Armani Code Homme EDT 100 ml + EDT 15 ml (man);100 ml;81.34;134.95;53.61;39.7%;68;DST1301358;3660732641727;;
223;Men's Care;Givenchy;Givenchy Gentleman Boisee Edp Sp 100ml Ts 12,5ml;100 ml;104.63;169.95;65.32;38.4%;5;DST723906;3274872442184;;
224;Men's Care;Guerlain;Guerlain L'homme Ideal Le Parfum 100ml Sp;100 ml;80.76;129.95;49.19;37.9%;59;DST1295840;3346470305229;;
225;Men's Care;Hermès;Hermès Hermes Terre Edt Spray 100ml Sets;100 ml;79.15;154.95;75.80;48.9%;19;DST1244605;3346130433736;;
226;Men's Care;Hermès;EAU DORANGE VERTE edc vaporizador 100 ml;100 ml;73.79;144.95;71.16;49.1%;9;DST395257;3346130410423;;
227;Men's Care;Jean Paul Gaultier;Jean Paul Gaultier Le Beau Male Eau de Parfum Spray 125 ml;125 ml;83.24;134.95;51.71;38.3%;15;DST65184;8435415062190;;
228;Men's Care;Jean Paul Gaultier;Jean-Paul Gaultier Le Male Elixir 125 ml Eau de Parfum - Herenparfum;125 ml;80.87;129.95;49.08;37.8%;15;DST715014;8435415076944;;
229;Men's Care;Jean Paul Gaultier;Jean Paul Gaultier Le Male 200 ml Eau de Toilette - Herenparfum;200 ml;80.20;129.95;49.75;38.3%;193;DST674305;8435415012690;;
230;Men's Care;Jo Malone;Jo Malone Peony  Blush Suede Cologne Spray  Unisex Unboxed  100 ml for Men;100 ml;82.54;134.95;52.41;38.8%;31;DST371522;690251028412;;
231;Men's Care;Jo Malone;Jo Malone Lime Basil  Mandarin Cologne Spray  Unisex Unboxed  100 ml for Men;100 ml;81.03;129.95;48.92;37.6%;19;DST371527;690251000043;;
232;Men's Care;Prada;Prada L'Homme 100 ml - Eau de Toilette - Herenparfum;100 ml;74.25;144.95;70.70;48.8%;158;DST257496;8435137749607;;
233;Men's Care;Prada;Prada Lhomme Leau - 100ml - Eau De Toilette;100 ml;72.00;139.95;67.95;48.6%;31;DST373014;8435137765362;;
234;Men's Care;Tom Ford;Tom ford Neroli Portofino Eau De Parfum Spray 100 ml for Men;100 ml;199.58;289.95;90.37;31.2%;6;DST62197;888066008457;;
235;Men's Care;Tom Ford;Tom Ford Tuscan Leather Eau De Parfum Spray 50 Ml For Men;50 ml;148.10;239.95;91.85;38.3%;27;DST80381;888066000161;;
236;Men's Care;Tom Ford;Tom Ford Ebene Fume Eau De Parfum Spray  unisex  50 Ml For Men;50 ml;146.59;234.95;88.36;37.6%;9;DST381899;888066115308;;
237;Men's Care;Versace;Versace Eros Flame Mannen 200 ml - Eau de parfum - Damesparfum;200 ml;85.76;139.95;54.19;38.7%;20;DST78736;8011003846627;;
238;Men's Care;Yves Saint Laurent;Yves Saint Laurent La Nuit de L'Homme 200 ml Eau de Toilette - Herenparfum;200 ml;93.38;149.95;56.57;37.7%;53;DST861733;3365440328624;;
239;Men's Care;Yves Saint Laurent;Yves Saint Laurent L'Homme 200 ml Eau de Toilette - Herenparfum;200 ml;85.50;139.95;54.45;38.9%;113;DST377254;3365440328761;;
240;Men's Care;Yves Saint Laurent;Yves Saint Laurent La Nuit de L'homme 100 ml Eau de Parfum - Herenparfum;100 ml;82.25;134.95;52.70;39.1%;190;DST224496;3365440621053;;


=== SUMMARY ===

Category;Products;Brands;Avg Wholesale;Avg Selling;Avg Margin %
Perfumes;40;18;€156.19;€240.20;35.7%
Makeup;40;17;€36.47;€74.95;52.0%
Skincare;40;19;€114.04;€185.45;41.5%
Haircare;40;17;€38.12;€77.32;52.5%
Body Care;40;22;€46.82;€91.20;50.1%
Men's Care;40;20;€108.99;€177.57;39.5%

TOTAL PRODUCTS: 240

PRICING STRATEGY:
Under €30 wholesale -> ~2.3x markup
€30-€80 wholesale -> ~1.9x markup
€80-€150 wholesale -> ~1.6x markup
Over €150 wholesale -> ~1.45x markup
